language,number,constructions
artificial_language_g0_117,74,((5 * 14) + 4)
artificial_language_g0_117,75,((5 * 14) + 5)
artificial_language_g0_117,76,((5 * 14) + 6)
artificial_language_g0_117,77,((5 * 14) + 7)
artificial_language_g0_117,78,((5 * 14) + 8)
artificial_language_g0_117,79,((5 * 14) + 9)
artificial_language_g0_117,80,((5 * 14) + 10)
artificial_language_g0_117,81,((5 * 14) + 11)
artificial_language_g0_117,82,((5 * 14) + 12)
artificial_language_g0_117,83,((5 * 14) + 13)
artificial_language_g0_117,84,(6 * 14)
artificial_language_g0_117,85,((6 * 14) + 1)
artificial_language_g0_117,86,((6 * 14) + 2)
artificial_language_g0_117,87,((6 * 14) + 3)
artificial_language_g0_117,88,((6 * 14) + 4)
artificial_language_g0_117,89,((6 * 14) + 5)
artificial_language_g0_117,90,((6 * 14) + 6)
artificial_language_g0_117,91,91
artificial_language_g0_117,92,(91 + 1)
artificial_language_g0_117,93,(91 + 2)
artificial_language_g0_117,94,(91 + 3)
artificial_language_g0_117,95,(91 + 4)
artificial_language_g0_117,96,(91 + 5)
artificial_language_g0_117,97,(91 + 6)
artificial_language_g0_117,98,(91 + 7)
artificial_language_g0_117,99,(91 + 8)
artificial_language_g0_118,1,1
artificial_language_g0_118,2,2
artificial_language_g0_118,3,3
artificial_language_g0_118,4,4
artificial_language_g0_118,5,5
artificial_language_g0_118,6,6
artificial_language_g0_118,7,7
artificial_language_g0_118,8,8
artificial_language_g0_118,9,9
artificial_language_g0_118,10,10
artificial_language_g0_118,11,11
artificial_language_g0_118,12,12
artificial_language_g0_118,13,13
artificial_language_g0_118,14,14
artificial_language_g0_118,15,(14 + 1)
artificial_language_g0_118,16,(14 + 2)
artificial_language_g0_118,17,(14 + 3)
artificial_language_g0_118,18,18
artificial_language_g0_118,19,(14 + 5)
artificial_language_g0_118,20,(14 + 6)
artificial_language_g0_118,21,(14 + 7)
artificial_language_g0_118,22,(14 + 8)
artificial_language_g0_118,23,(14 + 9)
artificial_language_g0_118,24,(14 + 10)
artificial_language_g0_118,25,(14 + 11)
artificial_language_g0_118,26,(14 + 12)
artificial_language_g0_118,27,(14 + 13)
artificial_language_g0_118,28,(2 * 14)
artificial_language_g0_118,29,((2 * 14) + 1)
artificial_language_g0_118,30,((2 * 14) + 2)
artificial_language_g0_118,31,((2 * 14) + 3)
artificial_language_g0_118,32,((2 * 14) + 4)
artificial_language_g0_118,33,((2 * 14) + 5)
artificial_language_g0_118,34,((2 * 14) + 6)
artificial_language_g0_118,35,((2 * 14) + 7)
artificial_language_g0_118,36,((2 * 14) + 8)
artificial_language_g0_118,37,((2 * 14) + 9)
artificial_language_g0_118,38,((2 * 14) + 10)
artificial_language_g0_118,39,((2 * 14) + 11)
artificial_language_g0_118,40,((2 * 14) + 12)
artificial_language_g0_118,41,((2 * 14) + 13)
artificial_language_g0_118,42,(3 * 14)
artificial_language_g0_118,43,((3 * 14) + 1)
artificial_language_g0_118,44,((3 * 14) + 2)
artificial_language_g0_118,45,((3 * 14) + 3)
artificial_language_g0_118,46,((3 * 14) + 4)
artificial_language_g0_118,47,((3 * 14) + 5)
artificial_language_g0_118,48,((3 * 14) + 6)
artificial_language_g0_118,49,((3 * 14) + 7)
artificial_language_g0_118,50,((3 * 14) + 8)
artificial_language_g0_118,51,((3 * 14) + 9)
artificial_language_g0_118,52,((3 * 14) + 10)
artificial_language_g0_118,53,53
artificial_language_g0_118,54,((3 * 14) + 12)
artificial_language_g0_118,55,((3 * 14) + 13)
artificial_language_g0_118,56,(4 * 14)
artificial_language_g0_118,57,((4 * 14) + 1)
artificial_language_g0_118,58,((4 * 14) + 2)
artificial_language_g0_118,59,((4 * 14) + 3)
artificial_language_g0_118,60,((4 * 14) + 4)
artificial_language_g0_118,61,((4 * 14) + 5)
artificial_language_g0_118,62,((4 * 14) + 6)
artificial_language_g0_118,63,((4 * 14) + 7)
artificial_language_g0_118,64,((4 * 14) + 8)
artificial_language_g0_118,65,((4 * 14) + 9)
artificial_language_g0_118,66,((4 * 14) + 10)
artificial_language_g0_118,67,((4 * 14) + 11)
artificial_language_g0_118,68,((4 * 14) + 12)
artificial_language_g0_118,69,((4 * 14) + 13)
artificial_language_g0_118,70,(5 * 14)
artificial_language_g0_118,71,((5 * 14) + 1)
artificial_language_g0_118,72,((5 * 14) + 2)
artificial_language_g0_118,73,((5 * 14) + 3)
artificial_language_g0_118,74,((5 * 14) + 4)
artificial_language_g0_118,75,((5 * 14) + 5)
artificial_language_g0_118,76,((5 * 14) + 6)
artificial_language_g0_118,77,((5 * 14) + 7)
artificial_language_g0_118,78,((5 * 14) + 8)
artificial_language_g0_118,79,79
artificial_language_g0_118,80,((5 * 14) + 10)
artificial_language_g0_118,81,((5 * 14) + 11)
artificial_language_g0_118,82,((5 * 14) + 12)
artificial_language_g0_118,83,((5 * 14) + 13)
artificial_language_g0_118,84,(6 * 14)
artificial_language_g0_118,85,((6 * 14) + 1)
artificial_language_g0_118,86,86
artificial_language_g0_118,87,((6 * 14) + 3)
artificial_language_g0_118,88,((6 * 14) + 4)
artificial_language_g0_118,89,((6 * 14) + 5)
artificial_language_g0_118,90,((6 * 14) + 6)
artificial_language_g0_118,91,((6 * 14) + 7)
artificial_language_g0_118,92,((6 * 14) + 8)
artificial_language_g0_118,93,((6 * 14) + 9)
artificial_language_g0_118,94,94
artificial_language_g0_118,95,((6 * 14) + 11)
artificial_language_g0_118,96,((6 * 14) + 12)
artificial_language_g0_118,97,((6 * 14) + 13)
artificial_language_g0_118,98,(7 * 14)
artificial_language_g0_118,99,((7 * 14) + 1)
artificial_language_g0_119,1,1
artificial_language_g0_119,2,2
artificial_language_g0_119,3,3
artificial_language_g0_119,4,4
artificial_language_g0_119,5,5
artificial_language_g0_119,6,(5 + 1)
artificial_language_g0_119,7,(5 + 2)
artificial_language_g0_119,8,(5 + 3)
artificial_language_g0_119,9,(5 + 4)
artificial_language_g0_119,10,(2 * 5)
artificial_language_g0_119,11,((2 * 5) + 1)
artificial_language_g0_119,12,((2 * 5) + 2)
artificial_language_g0_119,13,((2 * 5) + 3)
artificial_language_g0_119,14,((2 * 5) + 4)
artificial_language_g0_119,15,(3 * 5)
artificial_language_g0_119,16,16
artificial_language_g0_119,17,(16 + 1)
artificial_language_g0_119,18,(16 + 2)
artificial_language_g0_119,19,(16 + 3)
artificial_language_g0_119,20,(16 + 4)
artificial_language_g0_119,21,(16 + 5)
artificial_language_g0_119,22,(16 + (5 + 1))
artificial_language_g0_119,23,(16 + (5 + 2))
artificial_language_g0_119,24,(16 + (5 + 3))
artificial_language_g0_119,25,(16 + (5 + 4))
artificial_language_g0_119,26,(16 + (2 * 5))
artificial_language_g0_119,27,(16 + ((2 * 5) + 1))
artificial_language_g0_119,28,(16 + ((2 * 5) + 2))
artificial_language_g0_119,29,(16 + ((2 * 5) + 3))
artificial_language_g0_119,30,(16 + ((2 * 5) + 4))
artificial_language_g0_119,31,(16 + (3 * 5))
artificial_language_g0_119,32,(2 * 16)
artificial_language_g0_119,33,((2 * 16) + 1)
artificial_language_g0_119,34,((2 * 16) + 2)
artificial_language_g0_119,35,((2 * 16) + 3)
artificial_language_g0_119,36,((2 * 16) + 4)
artificial_language_g0_119,37,((2 * 16) + 5)
artificial_language_g0_119,38,((2 * 16) + (5 + 1))
artificial_language_g0_119,39,((2 * 16) + (5 + 2))
artificial_language_g0_119,40,((2 * 16) + (5 + 3))
artificial_language_g0_119,41,((2 * 16) + (5 + 4))
artificial_language_g0_119,42,42
artificial_language_g0_119,43,(42 + 1)
artificial_language_g0_119,44,(42 + 2)
artificial_language_g0_119,45,(42 + 3)
artificial_language_g0_119,46,(42 + 4)
artificial_language_g0_119,47,(42 + 5)
artificial_language_g0_119,48,(42 + (5 + 1))
artificial_language_g0_119,49,(42 + (5 + 2))
artificial_language_g0_119,50,(42 + (5 + 3))
artificial_language_g0_119,51,(42 + (5 + 4))
artificial_language_g0_119,52,(42 + (2 * 5))
artificial_language_g0_119,53,(42 + ((2 * 5) + 1))
artificial_language_g0_119,54,(42 + ((2 * 5) + 2))
artificial_language_g0_119,55,(42 + ((2 * 5) + 3))
artificial_language_g0_119,56,(42 + ((2 * 5) + 4))
artificial_language_g0_119,57,(42 + (3 * 5))
artificial_language_g0_119,58,(42 + 16)
artificial_language_g0_119,59,(42 + (16 + 1))
artificial_language_g0_119,60,(42 + (16 + 2))
artificial_language_g0_119,61,(42 + (16 + 3))
artificial_language_g0_119,62,(42 + (16 + 4))
artificial_language_g0_119,63,(42 + (16 + 5))
artificial_language_g0_119,64,(42 + (16 + (5 + 1)))
artificial_language_g0_119,65,(42 + (16 + (5 + 2)))
artificial_language_g0_119,66,(42 + (16 + (5 + 3)))
artificial_language_g0_119,67,(42 + (16 + (5 + 4)))
artificial_language_g0_119,68,(42 + (16 + (2 * 5)))
artificial_language_g0_119,69,(42 + (16 + ((2 * 5) + 1)))
artificial_language_g0_119,70,(42 + (16 + ((2 * 5) + 2)))
artificial_language_g0_119,71,(42 + (16 + ((2 * 5) + 3)))
artificial_language_g0_119,72,(42 + (16 + ((2 * 5) + 4)))
artificial_language_g0_119,73,(42 + (16 + (3 * 5)))
artificial_language_g0_119,74,(42 + (2 * 16))
artificial_language_g0_119,75,(42 + ((2 * 16) + 1))
artificial_language_g0_119,76,(42 + ((2 * 16) + 2))
artificial_language_g0_119,77,(42 + ((2 * 16) + 3))
artificial_language_g0_119,78,(42 + ((2 * 16) + 4))
artificial_language_g0_119,79,(42 + ((2 * 16) + 5))
artificial_language_g0_119,80,(42 + ((2 * 16) + (5 + 1)))
artificial_language_g0_119,81,(42 + ((2 * 16) + (5 + 2)))
artificial_language_g0_119,82,(42 + ((2 * 16) + (5 + 3)))
artificial_language_g0_119,83,(42 + ((2 * 16) + (5 + 4)))
artificial_language_g0_119,84,(2 * 42)
artificial_language_g0_119,85,((2 * 42) + 1)
artificial_language_g0_119,86,((2 * 42) + 2)
artificial_language_g0_119,87,((2 * 42) + 3)
artificial_language_g0_119,88,((2 * 42) + 4)
artificial_language_g0_119,89,((2 * 42) + 5)
artificial_language_g0_119,90,((2 * 42) + (5 + 1))
artificial_language_g0_119,91,((2 * 42) + (5 + 2))
artificial_language_g0_119,92,((2 * 42) + (5 + 3))
artificial_language_g0_119,93,((2 * 42) + (5 + 4))
artificial_language_g0_119,94,((2 * 42) + (2 * 5))
artificial_language_g0_119,95,((2 * 42) + ((2 * 5) + 1))
artificial_language_g0_119,96,((2 * 42) + ((2 * 5) + 2))
artificial_language_g0_119,97,((2 * 42) + ((2 * 5) + 3))
artificial_language_g0_119,98,((2 * 42) + ((2 * 5) + 4))
artificial_language_g0_119,99,((2 * 42) + (3 * 5))
artificial_language_g0_120,1,1
artificial_language_g0_120,2,2
artificial_language_g0_120,3,3
artificial_language_g0_120,4,4
artificial_language_g0_120,5,5
artificial_language_g0_120,6,(1 * 6)
artificial_language_g0_120,7,7
artificial_language_g0_120,8,((1 * 6) + 2)
artificial_language_g0_120,9,((1 * 6) + 3)
artificial_language_g0_120,10,(12 - 2)
artificial_language_g0_120,11,(12 - 1)
artificial_language_g0_120,12,(1 * 12)
artificial_language_g0_120,13,((1 * 12) + 1)
artificial_language_g0_120,14,((1 * 12) + 2)
artificial_language_g0_120,15,((1 * 12) + 3)
artificial_language_g0_120,16,((1 * 12) + 4)
artificial_language_g0_120,17,((1 * 12) + 5)
artificial_language_g0_120,18,((1 * 12) + 6)
artificial_language_g0_120,19,((1 * 12) + 7)
artificial_language_g0_120,20,((1 * 12) + ((1 * 6) + 2))
artificial_language_g0_120,21,((1 * 12) + ((1 * 6) + 3))
artificial_language_g0_120,22,((1 * 12) + (12 - 2))
artificial_language_g0_120,23,23
artificial_language_g0_120,24,(2 * (1 * 12))
artificial_language_g0_120,25,((2 * (1 * 12)) + 1)
artificial_language_g0_120,26,26
artificial_language_g0_120,27,(1 * 27)
artificial_language_g0_120,28,((1 * 27) + 1)
artificial_language_g0_120,29,((1 * 27) + 2)
artificial_language_g0_120,30,((1 * 27) + 3)
artificial_language_g0_120,31,((1 * 27) + 4)
artificial_language_g0_120,32,((1 * 27) + 5)
artificial_language_g0_120,33,((1 * 27) + 6)
artificial_language_g0_120,34,((1 * 27) + 7)
artificial_language_g0_120,35,((1 * 27) + ((1 * 6) + 2))
artificial_language_g0_120,36,((1 * 27) + ((1 * 6) + 3))
artificial_language_g0_120,37,((1 * 27) + (12 - 2))
artificial_language_g0_120,38,((1 * 27) + (12 - 1))
artificial_language_g0_120,39,((1 * 27) + 12)
artificial_language_g0_120,40,((1 * 27) + ((1 * 12) + 1))
artificial_language_g0_120,41,((1 * 27) + ((1 * 12) + 2))
artificial_language_g0_120,42,((1 * 27) + ((1 * 12) + 3))
artificial_language_g0_120,43,((1 * 27) + ((1 * 12) + 4))
artificial_language_g0_120,44,((1 * 27) + ((1 * 12) + 5))
artificial_language_g0_120,45,((1 * 27) + ((1 * 12) + 6))
artificial_language_g0_120,46,((1 * 27) + ((1 * 12) + 7))
artificial_language_g0_120,47,((1 * 27) + ((1 * 12) + ((1 * 6) + 2)))
artificial_language_g0_120,48,((1 * 27) + ((1 * 12) + ((1 * 6) + 3)))
artificial_language_g0_120,49,((1 * 27) + ((1 * 12) + (12 - 2)))
artificial_language_g0_120,50,((1 * 27) + 23)
artificial_language_g0_120,51,((1 * 27) + (2 * (1 * 12)))
artificial_language_g0_120,52,((1 * 27) + ((2 * (1 * 12)) + 1))
artificial_language_g0_120,53,((1 * 27) + 26)
artificial_language_g0_120,54,(2 * (1 * 27))
artificial_language_g0_120,55,((2 * (1 * 27)) + 1)
artificial_language_g0_120,56,((2 * (1 * 27)) + 2)
artificial_language_g0_120,57,((2 * (1 * 27)) + 3)
artificial_language_g0_120,58,((2 * (1 * 27)) + 4)
artificial_language_g0_120,59,((2 * (1 * 27)) + 5)
artificial_language_g0_120,60,((2 * (1 * 27)) + 6)
artificial_language_g0_120,61,((2 * (1 * 27)) + 7)
artificial_language_g0_120,62,((2 * (1 * 27)) + ((1 * 6) + 2))
artificial_language_g0_120,63,(1 * 63)
artificial_language_g0_120,64,((1 * 63) + 1)
artificial_language_g0_120,65,((1 * 63) + 2)
artificial_language_g0_120,66,((1 * 63) + 3)
artificial_language_g0_120,67,((1 * 63) + 4)
artificial_language_g0_120,68,((1 * 63) + 5)
artificial_language_g0_120,69,((1 * 63) + 6)
artificial_language_g0_120,70,((1 * 63) + 7)
artificial_language_g0_120,71,((1 * 63) + ((1 * 6) + 2))
artificial_language_g0_120,72,((1 * 63) + ((1 * 6) + 3))
artificial_language_g0_120,73,((1 * 63) + (12 - 2))
artificial_language_g0_120,74,((1 * 63) + (12 - 1))
artificial_language_g0_120,75,((1 * 63) + 12)
artificial_language_g0_120,76,((1 * 63) + ((1 * 12) + 1))
artificial_language_g0_120,77,((1 * 63) + ((1 * 12) + 2))
artificial_language_g0_120,78,((1 * 63) + ((1 * 12) + 3))
artificial_language_g0_120,79,((1 * 63) + ((1 * 12) + 4))
artificial_language_g0_120,80,((1 * 63) + ((1 * 12) + 5))
artificial_language_g0_120,81,((1 * 63) + ((1 * 12) + 6))
artificial_language_g0_120,82,((1 * 63) + ((1 * 12) + 7))
artificial_language_g0_120,83,((1 * 63) + ((1 * 12) + ((1 * 6) + 2)))
artificial_language_g0_120,84,((1 * 63) + ((1 * 12) + ((1 * 6) + 3)))
artificial_language_g0_120,85,(1 * 85)
artificial_language_g0_120,86,(85 + 1)
artificial_language_g0_120,87,(85 + 2)
artificial_language_g0_120,88,88
artificial_language_g0_120,89,(85 + 4)
artificial_language_g0_120,90,(85 + 5)
artificial_language_g0_120,91,(85 + 6)
artificial_language_g0_120,92,(85 + 7)
artificial_language_g0_120,93,(85 + ((1 * 6) + 2))
artificial_language_g0_120,94,(85 + ((1 * 6) + 3))
artificial_language_g0_120,95,(85 + (12 - 2))
artificial_language_g0_120,96,(85 + (12 - 1))
artificial_language_g0_120,97,(85 + 12)
artificial_language_g0_120,98,(85 + ((1 * 12) + 1))
artificial_language_g0_120,99,(85 + ((1 * 12) + 2))
artificial_language_g0_121,1,1
artificial_language_g0_121,2,2
artificial_language_g0_121,3,3
artificial_language_g0_121,4,4
artificial_language_g0_121,5,5
artificial_language_g0_121,6,6
artificial_language_g0_121,7,(6 + 1)
artificial_language_g0_121,8,(6 + 2)
artificial_language_g0_121,9,(6 + 3)
artificial_language_g0_121,10,(12 - 2)
artificial_language_g0_121,11,(12 - 1)
artificial_language_g0_121,12,12
artificial_language_g0_121,13,(12 + 1)
artificial_language_g0_121,14,(12 + 2)
artificial_language_g0_121,15,(12 + 3)
artificial_language_g0_121,16,(12 + 4)
artificial_language_g0_121,17,(12 + 5)
artificial_language_g0_121,18,(12 + 6)
artificial_language_g0_121,19,(12 + (6 + 1))
artificial_language_g0_121,20,(12 + (6 + 2))
artificial_language_g0_121,21,(12 + (6 + 3))
artificial_language_g0_121,22,(12 + (12 - 2))
artificial_language_g0_121,23,(12 + (12 - 1))
artificial_language_g0_121,24,24
artificial_language_g0_121,25,(24 + 1)
artificial_language_g0_121,26,(24 + 2)
artificial_language_g0_121,27,(24 + 3)
artificial_language_g0_121,28,(24 + 4)
artificial_language_g0_121,29,(24 + 5)
artificial_language_g0_121,30,(24 + 6)
artificial_language_g0_121,31,31
artificial_language_g0_121,32,(31 + 1)
artificial_language_g0_121,33,(31 + 2)
artificial_language_g0_121,34,(31 + 3)
artificial_language_g0_121,35,(31 + 4)
artificial_language_g0_121,36,(31 + 5)
artificial_language_g0_121,37,(31 + 6)
artificial_language_g0_121,38,(31 + (6 + 1))
artificial_language_g0_121,39,(31 + (6 + 2))
artificial_language_g0_121,40,(31 + (6 + 3))
artificial_language_g0_121,41,(31 + (12 - 2))
artificial_language_g0_121,42,(31 + (12 - 1))
artificial_language_g0_121,43,(31 + 12)
artificial_language_g0_121,44,(31 + (12 + 1))
artificial_language_g0_121,45,(31 + (12 + 2))
artificial_language_g0_121,46,(31 + (12 + 3))
artificial_language_g0_121,47,(31 + (12 + 4))
artificial_language_g0_121,48,(31 + (12 + 5))
artificial_language_g0_121,49,(31 + (12 + 6))
artificial_language_g0_121,50,(31 + (12 + (6 + 1)))
artificial_language_g0_121,51,(31 + (12 + (6 + 2)))
artificial_language_g0_121,52,(31 + (12 + (6 + 3)))
artificial_language_g0_121,53,(31 + (12 + (12 - 2)))
artificial_language_g0_121,54,(31 + (12 + (12 - 1)))
artificial_language_g0_121,55,(31 + 24)
artificial_language_g0_121,56,(31 + (24 + 1))
artificial_language_g0_121,57,(31 + (24 + 2))
artificial_language_g0_121,58,(31 + (24 + 3))
artificial_language_g0_121,59,(31 + (24 + 4))
artificial_language_g0_121,60,(31 + (24 + 5))
artificial_language_g0_121,61,(31 + (24 + 6))
artificial_language_g0_121,62,(2 * 31)
artificial_language_g0_121,63,((2 * 31) + 1)
artificial_language_g0_121,64,((2 * 31) + 2)
artificial_language_g0_121,65,65
artificial_language_g0_121,66,(65 + 1)
artificial_language_g0_121,67,(65 + 2)
artificial_language_g0_121,68,(65 + 3)
artificial_language_g0_121,69,(65 + 4)
artificial_language_g0_121,70,(65 + 5)
artificial_language_g0_121,71,(65 + 6)
artificial_language_g0_121,72,(65 + (6 + 1))
artificial_language_g0_121,73,(65 + (6 + 2))
artificial_language_g0_121,74,(65 + (6 + 3))
artificial_language_g0_121,75,(65 + (12 - 2))
artificial_language_g0_121,76,76
artificial_language_g0_121,77,(76 + 1)
artificial_language_g0_121,78,(76 + 2)
artificial_language_g0_121,79,(76 + 3)
artificial_language_g0_121,80,(76 + 4)
artificial_language_g0_121,81,(76 + 5)
artificial_language_g0_121,82,(76 + 6)
artificial_language_g0_121,83,(76 + (6 + 1))
artificial_language_g0_121,84,(76 + (6 + 2))
artificial_language_g0_121,85,(76 + (6 + 3))
artificial_language_g0_121,86,(76 + (12 - 2))
artificial_language_g0_121,87,(76 + (12 - 1))
artificial_language_g0_121,88,(76 + 12)
artificial_language_g0_121,89,(76 + (12 + 1))
artificial_language_g0_121,90,(76 + (12 + 2))
artificial_language_g0_121,91,(76 + (12 + 3))
artificial_language_g0_121,92,(76 + (12 + 4))
artificial_language_g0_121,93,(76 + (12 + 5))
artificial_language_g0_121,94,(76 + (12 + 6))
artificial_language_g0_121,95,(76 + (12 + (6 + 1)))
artificial_language_g0_121,96,(76 + (12 + (6 + 2)))
artificial_language_g0_121,97,(76 + (12 + (6 + 3)))
artificial_language_g0_121,98,(76 + (12 + (12 - 2)))
artificial_language_g0_121,99,(76 + (12 + (12 - 1)))
artificial_language_g0_122,1,1
artificial_language_g0_122,2,2
artificial_language_g0_122,3,3
artificial_language_g0_122,4,4
artificial_language_g0_122,5,5
artificial_language_g0_122,6,6
artificial_language_g0_122,7,7
artificial_language_g0_122,8,8
artificial_language_g0_122,9,9
artificial_language_g0_122,10,10
